Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c000ds8h,7,"Tuesday, November 13, 2012 23:55:49 UTC",37.1386,37.0960,4.5,11.00,51,"central Turkey"
nc,71885741,5,"Tuesday, November 13, 2012 23:50:03 UTC",40.4492,-125.9713,3.5,22.80,41,"off the coast of Northern California"
us,c000ds8f,4,"Tuesday, November 13, 2012 23:43:36 UTC",51.7443,177.0201,4.5,60.40,45,"Rat Islands, Aleutian Islands, Alaska"
ci,15244745,2,"Tuesday, November 13, 2012 23:37:56 UTC",34.2690,-116.9583,1.9,8.70,103,"Southern California"
us,c000ds7u,C,"Tuesday, November 13, 2012 23:24:09 UTC",42.5395,19.0011,4.6,9.80,77,"Montenegro"
us,c000ds7z,B,"Tuesday, November 13, 2012 23:23:49 UTC",-21.0416,-175.9344,5.4,27.10,282,"Tonga"
ci,15244721,4,"Tuesday, November 13, 2012 23:14:06 UTC",33.8465,-117.4897,1.4,0.00,14,"Greater Los Angeles area, California"
ak,10599605,1,"Tuesday, November 13, 2012 22:48:05 UTC",63.2938,-151.1512,1.5,9.80, 5,"Central Alaska"
ak,10599600,1,"Tuesday, November 13, 2012 22:38:47 UTC",59.9514,-150.6114,1.4,40.10, 5,"Kenai Peninsula, Alaska"
ci,15244713,6,"Tuesday, November 13, 2012 22:30:10 UTC",33.8432,-117.4980,1.7,1.20,59,"Greater Los Angeles area, California"
nc,71885706,3,"Tuesday, November 13, 2012 22:18:15 UTC",36.8138,-121.5418,1.9,4.90,61,"Central California"
uw,60474067,2,"Tuesday, November 13, 2012 22:13:15 UTC",46.0408,-122.8605,1.0,16.60,24,"Washington"
ci,15244705,2,"Tuesday, November 13, 2012 22:09:24 UTC",33.4197,-116.3647,1.9,14.50,31,"Southern California"
ci,15244697,4,"Tuesday, November 13, 2012 22:08:02 UTC",33.6992,-116.7988,1.5,17.70,42,"Southern California"
ci,15244689,4,"Tuesday, November 13, 2012 22:01:33 UTC",33.8578,-117.5078,1.8,0.00,37,"Greater Los Angeles area, California"
ci,15244673,2,"Tuesday, November 13, 2012 21:39:28 UTC",33.7478,-116.8252,1.5,16.80,59,"Southern California"
nc,71885701,2,"Tuesday, November 13, 2012 21:39:20 UTC",37.3302,-122.1072,1.3,0.00,12,"San Francisco Bay area, California"
ak,10599578,1,"Tuesday, November 13, 2012 21:35:26 UTC",63.3371,-145.0147,1.3,11.30, 6,"Central Alaska"
ci,15244665,2,"Tuesday, November 13, 2012 21:29:25 UTC",35.4957,-118.3970,1.4,9.30,24,"Central California"
nc,71885696,0,"Tuesday, November 13, 2012 21:15:15 UTC",38.9745,-122.6943,1.5,2.90, 6,"Northern California"
mb,12965133,2,"Tuesday, November 13, 2012 21:10:14 UTC",44.4246,-113.0308,1.2,10.20,16,"southern Idaho"
ak,10599564,1,"Tuesday, November 13, 2012 21:06:03 UTC",57.4563,-142.6861,3.4,0.20,43,"Gulf of Alaska"
ak,10599557,1,"Tuesday, November 13, 2012 21:02:50 UTC",60.1599,-145.4735,1.7,24.30,13,"Southern Alaska"
ak,10599546,1,"Tuesday, November 13, 2012 20:24:02 UTC",59.9420,-152.3054,2.1,27.50, 8,"Southern Alaska"
ak,10599540,2,"Tuesday, November 13, 2012 20:21:51 UTC",57.6119,-142.8435,2.4,3.70,16,"Gulf of Alaska"
uw,60474022,4,"Tuesday, November 13, 2012 19:52:00 UTC",46.1952,-122.1848,1.7,1.70,22,"Mount St. Helens area, Washington"
nc,71881915,0,"Tuesday, November 13, 2012 19:24:15 UTC",38.8380,-122.7900,1.0,2.20,10,"Northern California"
nc,71881900,0,"Tuesday, November 13, 2012 19:08:49 UTC",37.9143,-118.9452,1.2,6.40,14,"Central California"
ak,10599503,1,"Tuesday, November 13, 2012 18:57:35 UTC",60.1342,-145.5227,2.0,19.80,29,"Southern Alaska"
ak,10599494,1,"Tuesday, November 13, 2012 18:35:20 UTC",61.8472,-149.8676,1.3,1.90, 4,"Southern Alaska"
us,c000drwl,4,"Tuesday, November 13, 2012 18:28:14 UTC",22.8280,95.9430,4.9,21.80,49,"Myanmar"
ak,10599490,1,"Tuesday, November 13, 2012 18:26:49 UTC",63.2219,-151.0513,1.1,16.00, 4,"Central Alaska"
nc,71881855,2,"Tuesday, November 13, 2012 18:25:08 UTC",35.2033,-120.6743,1.4,5.30,27,"Central California"
ak,10599478,2,"Tuesday, November 13, 2012 18:14:46 UTC",57.5621,-142.8187,2.5,10.00,19,"Gulf of Alaska"
nc,71881845,3,"Tuesday, November 13, 2012 18:10:17 UTC",37.2490,-119.8892,1.7,19.90,10,"Central California"
ak,10599467,1,"Tuesday, November 13, 2012 18:00:41 UTC",63.9406,-149.2907,1.4,0.30,13,"Central Alaska"
ak,10599463,1,"Tuesday, November 13, 2012 17:58:50 UTC",62.2749,-150.2023,1.7,0.10,15,"Central Alaska"
nc,71881820,0,"Tuesday, November 13, 2012 17:27:44 UTC",38.8230,-122.7635,1.0,2.10,12,"Northern California"
ak,10599447,1,"Tuesday, November 13, 2012 17:25:56 UTC",63.3367,-144.8915,1.3,6.10, 7,"Central Alaska"
ak,10599440,1,"Tuesday, November 13, 2012 17:07:43 UTC",61.6682,-151.3986,1.9,66.50,20,"Southern Alaska"
ak,10599424,1,"Tuesday, November 13, 2012 16:18:23 UTC",61.6137,-146.5622,2.0,8.80,31,"Southern Alaska"
ci,15244545,4,"Tuesday, November 13, 2012 16:17:41 UTC",33.2763,-116.7785,1.2,5.40,36,"Southern California"
ak,10599417,1,"Tuesday, November 13, 2012 15:59:18 UTC",61.5005,-149.7926,1.7,34.00, 8,"Southern Alaska"
nc,71881765,2,"Tuesday, November 13, 2012 15:33:20 UTC",36.4600,-121.0368,1.6,4.90,22,"Central California"
nc,71881760,4,"Tuesday, November 13, 2012 15:22:39 UTC",36.5632,-121.1528,1.4,3.60,26,"Central California"
ak,10599407,1,"Tuesday, November 13, 2012 15:21:38 UTC",62.9191,-149.0676,1.6,60.70, 5,"Central Alaska"
ak,10599403,1,"Tuesday, November 13, 2012 15:06:45 UTC",64.4106,-147.4404,1.1,10.10,10,"Central Alaska"
ak,10599391,1,"Tuesday, November 13, 2012 14:53:05 UTC",57.6160,-142.7696,2.9,15.00,16,"Gulf of Alaska"
ak,10599392,3,"Tuesday, November 13, 2012 14:51:58 UTC",64.5195,-148.8740,1.3,0.50, 7,"Central Alaska"
ci,15244529,2,"Tuesday, November 13, 2012 14:48:40 UTC",33.7997,-116.0533,1.3,5.10,33,"Southern California"
ci,15244521,2,"Tuesday, November 13, 2012 14:31:08 UTC",32.6083,-115.6847,1.6,12.30,17,"Baja California, Mexico"
nc,71881730,1,"Tuesday, November 13, 2012 14:21:11 UTC",38.8173,-122.8263,1.6,2.60,27,"Northern California"
uu,60004727,4,"Tuesday, November 13, 2012 14:00:51 UTC",44.5080,-110.5923,1.1,5.80,13,"Yellowstone National Park, Wyoming"
nc,71881725,2,"Tuesday, November 13, 2012 13:56:55 UTC",39.0477,-123.0908,1.7,0.80,36,"Northern California"
ak,10599375,1,"Tuesday, November 13, 2012 13:44:26 UTC",64.5930,-147.9992,1.8,14.80,19,"Central Alaska"
ci,15244513,2,"Tuesday, November 13, 2012 13:44:11 UTC",34.2595,-116.7455,1.4,1.50,42,"Southern California"
nc,71881720,6,"Tuesday, November 13, 2012 13:40:05 UTC",39.0457,-123.0908,3.3,3.00,79,"Northern California"
ci,15244505,2,"Tuesday, November 13, 2012 13:38:11 UTC",32.8032,-116.1347,1.6,10.40,50,"Southern California"
ak,10599368,1,"Tuesday, November 13, 2012 13:27:09 UTC",63.4434,-148.9111,1.3,9.80, 8,"Central Alaska"
nc,71881715,0,"Tuesday, November 13, 2012 13:26:33 UTC",38.8287,-122.7987,1.0,1.80,16,"Northern California"
ci,15244497,2,"Tuesday, November 13, 2012 13:24:48 UTC",33.8968,-116.2892,1.2,8.00,36,"Southern California"
ak,10599360,1,"Tuesday, November 13, 2012 13:23:45 UTC",63.2578,-150.6167,1.9,134.50,24,"Central Alaska"
ak,10599352,2,"Tuesday, November 13, 2012 13:15:31 UTC",57.5212,-142.8596,2.6,10.00,10,"Gulf of Alaska"
ak,10599351,1,"Tuesday, November 13, 2012 13:15:24 UTC",63.2396,-151.1152,1.5,0.00, 9,"Central Alaska"
ak,10599345,1,"Tuesday, November 13, 2012 13:06:49 UTC",60.9270,-151.0034,2.3,55.40,32,"Kenai Peninsula, Alaska"
ak,10599341,1,"Tuesday, November 13, 2012 12:52:41 UTC",64.9454,-151.3545,1.3,7.10, 6,"Central Alaska"
nc,71881705,2,"Tuesday, November 13, 2012 12:51:59 UTC",35.7577,-121.2630,1.2,5.80,18,"Central California"
nc,71881690,3,"Tuesday, November 13, 2012 12:47:25 UTC",38.2762,-119.3708,1.7,4.00,35,"Central California"
us,c000drpn,3,"Tuesday, November 13, 2012 12:42:50 UTC",0.2740,122.3120,4.3,155.00,39,"Minahasa, Sulawesi, Indonesia"
ci,15244489,2,"Tuesday, November 13, 2012 12:16:51 UTC",35.2538,-118.6115,1.8,8.70,37,"Central California"
us,c000drpf,5,"Tuesday, November 13, 2012 12:13:18 UTC",-16.6715,-175.7467,4.8,176.50,30,"Tonga"
uw,60473882,3,"Tuesday, November 13, 2012 12:13:08 UTC",47.8810,-121.6472,2.3,8.80,40,"Washington"
us,c000drpd,6,"Tuesday, November 13, 2012 12:12:08 UTC",-4.8863,103.0243,4.6,67.40,49,"southern Sumatra, Indonesia"
pr,12318001,0,"Tuesday, November 13, 2012 12:02:14 UTC",18.7584,-64.2908,2.3,41.00, 3,"Virgin Islands region"
pr,12318000,0,"Tuesday, November 13, 2012 12:00:04 UTC",18.2098,-64.7570,2.4,13.00, 6,"Virgin Islands region"
ak,10599314,1,"Tuesday, November 13, 2012 11:41:15 UTC",59.7239,-143.5162,1.8,40.00, 8,"Gulf of Alaska"
nc,71881665,2,"Tuesday, November 13, 2012 11:40:14 UTC",37.4913,-118.8375,1.1,9.00,33,"Central California"
ak,10599310,2,"Tuesday, November 13, 2012 11:28:42 UTC",50.6827,-175.0102,3.2,25.00, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71881650,2,"Tuesday, November 13, 2012 11:14:14 UTC",37.6458,-118.9132,1.9,1.40,26,"Long Valley area, California"
mb,12743283,2,"Tuesday, November 13, 2012 11:12:59 UTC",46.0548,-111.4418,1.0,9.40,11,"western Montana"
ci,15244465,2,"Tuesday, November 13, 2012 11:07:36 UTC",35.6620,-118.4672,1.8,9.60,67,"Central California"
hv,60430636,2,"Tuesday, November 13, 2012 10:51:47 UTC",19.4000,-155.3053,1.9,4.00,28,"Island of Hawaii, Hawaii"
nc,71881630,1,"Tuesday, November 13, 2012 10:48:16 UTC",38.8040,-122.7928,1.2,1.20,25,"Northern California"
ak,10599300,1,"Tuesday, November 13, 2012 10:36:05 UTC",60.3718,-141.8853,1.8,6.20,16,"Southern Alaska"
ak,10599296,1,"Tuesday, November 13, 2012 10:17:12 UTC",64.4619,-148.0788,1.1,20.60, 9,"Central Alaska"
ak,10599289,1,"Tuesday, November 13, 2012 09:48:55 UTC",61.6019,-150.6291,2.0,41.40,12,"Southern Alaska"
ak,10599288,2,"Tuesday, November 13, 2012 09:46:05 UTC",58.5022,-142.7042,2.0,10.00,12,"Gulf of Alaska"
mb,12348669,2,"Tuesday, November 13, 2012 09:36:03 UTC",47.7495,-113.8005,1.3,13.70,15,"western Montana"
ak,10599281,1,"Tuesday, November 13, 2012 09:33:11 UTC",63.8555,-148.4839,1.4,112.60, 9,"Central Alaska"
mb,12822518,2,"Tuesday, November 13, 2012 09:31:59 UTC",47.7473,-113.8176,1.2,13.10,16,"western Montana"
ak,10599278,2,"Tuesday, November 13, 2012 09:20:41 UTC",57.6749,-143.0462,2.5,10.00,10,"Gulf of Alaska"
nc,71881600,2,"Tuesday, November 13, 2012 09:15:09 UTC",36.2793,-120.8477,1.8,7.30,53,"Central California"
us,c000drn8,6,"Tuesday, November 13, 2012 09:08:01 UTC",13.8713,-92.3321,4.8,34.80,254,"offshore Guatemala"
nc,71881570,2,"Tuesday, November 13, 2012 08:41:37 UTC",36.7967,-121.4928,1.4,10.20,40,"Central California"
nc,71881565,1,"Tuesday, November 13, 2012 08:37:44 UTC",38.8248,-122.7790,1.8,2.40,36,"Northern California"
us,c000drn3,A,"Tuesday, November 13, 2012 08:35:14 UTC",37.1039,-104.8564,2.7,5.00,36,"Colorado"
ak,10599264,1,"Tuesday, November 13, 2012 08:31:11 UTC",56.9666,-157.6972,2.6,85.40,15,"Alaska Peninsula"
nc,71881540,1,"Tuesday, November 13, 2012 07:55:03 UTC",38.8135,-122.8198,1.4,3.20,25,"Northern California"
us,c000drmp,5,"Tuesday, November 13, 2012 07:34:19 UTC",52.8244,-132.4372,4.3,10.10,238,"Queen Charlotte Islands, Canada region"
nc,71881535,0,"Tuesday, November 13, 2012 07:22:03 UTC",38.7933,-122.7588,1.2,0.00,13,"Northern California"
us,c000drmk,7,"Tuesday, November 13, 2012 07:17:02 UTC",11.9646,-86.4206,4.3,140.60,140,"near the coast of Nicaragua"
us,c000drmh,7,"Tuesday, November 13, 2012 07:06:33 UTC",38.2304,15.9007,4.4,81.90,46,"Sicily, Italy"
ak,10599240,1,"Tuesday, November 13, 2012 07:01:04 UTC",60.4834,-147.3458,1.9,22.00,19,"Southern Alaska"
us,c000drml,3,"Tuesday, November 13, 2012 06:48:19 UTC",29.7169,-42.5989,4.9,10.10,159,"northern Mid-Atlantic Ridge"
ak,10599234,1,"Tuesday, November 13, 2012 06:48:03 UTC",60.2976,-143.1193,1.0,6.30, 6,"Southern Alaska"
us,c000drma,6,"Tuesday, November 13, 2012 06:44:17 UTC",-3.0059,139.6024,4.8,48.40,36,"Papua, Indonesia"
ak,10599228,1,"Tuesday, November 13, 2012 06:32:50 UTC",60.6628,-151.8667,1.8,79.10,13,"Kenai Peninsula, Alaska"
us,c000drme,4,"Tuesday, November 13, 2012 06:21:32 UTC",29.8391,-42.7953,4.8,10.10,141,"northern Mid-Atlantic Ridge"
ci,15244449,3,"Tuesday, November 13, 2012 06:11:55 UTC",35.9115,-118.0960,1.5,13.50,55,"Central California"
nc,71881515,2,"Tuesday, November 13, 2012 05:45:31 UTC",39.4042,-122.7792,1.6,8.50,18,"Northern California"
nc,71881510,2,"Tuesday, November 13, 2012 05:32:54 UTC",35.7520,-121.2013,1.1,7.80,16,"Central California"
uu,60004717,2,"Tuesday, November 13, 2012 05:32:26 UTC",39.4190,-111.2015,1.4,1.90, 6,"Utah"
us,c000drlw,6,"Tuesday, November 13, 2012 05:31:57 UTC",13.7682,-92.0536,4.8,36.40,275,"offshore Guatemala"
ci,15244433,7,"Tuesday, November 13, 2012 05:13:18 UTC",34.3755,-116.4588,1.4,9.30,96,"Southern California"
ak,10599203,2,"Tuesday, November 13, 2012 04:57:50 UTC",63.9885,-150.3014,1.0,10.00, 7,"Central Alaska"
us,c000drlm,9,"Tuesday, November 13, 2012 04:55:48 UTC",52.8231,-132.0062,5.1,9.80,378,"Queen Charlotte Islands, Canada region"
nc,71881490,3,"Tuesday, November 13, 2012 04:33:35 UTC",38.7072,-122.3925,1.1,8.60,23,"Northern California"
us,c000drlb,9,"Tuesday, November 13, 2012 04:31:27 UTC",-45.7438,-77.1419,6.0,9.70,171,"off the coast of Aisen, Chile"
ci,15244417,6,"Tuesday, November 13, 2012 04:06:18 UTC",33.4870,-116.5598,1.0,13.80,75,"Southern California"
nc,71881475,1,"Tuesday, November 13, 2012 04:01:21 UTC",38.8162,-122.8182,1.8,2.70,32,"Northern California"
nc,71881470,0,"Tuesday, November 13, 2012 03:59:33 UTC",39.9750,-122.9312,1.6,0.00,11,"Northern California"
nc,71881450,1,"Tuesday, November 13, 2012 03:39:47 UTC",38.8717,-122.8212,1.8,3.50,30,"Northern California"
ci,15244393,3,"Tuesday, November 13, 2012 03:32:25 UTC",34.6957,-116.2690,2.3,0.00,61,"Southern California"
uw,60473822,2,"Tuesday, November 13, 2012 03:24:26 UTC",47.6613,-120.2427,2.1,6.40,17,"Washington"
nc,71881440,2,"Tuesday, November 13, 2012 03:23:21 UTC",36.5703,-121.0363,1.4,7.70,19,"Central California"
us,c000drkq,6,"Tuesday, November 13, 2012 03:11:26 UTC",-20.4677,-69.0119,5.0,91.50,268,"Tarapaca, Chile"
mb,12164829,2,"Tuesday, November 13, 2012 03:00:40 UTC",46.1798,-111.9638,1.1,4.80,12,"western Montana"
ak,10599157,2,"Tuesday, November 13, 2012 02:24:00 UTC",57.5424,-142.8629,3.2,27.50,45,"Gulf of Alaska"
nc,71881430,2,"Tuesday, November 13, 2012 02:21:40 UTC",35.9248,-120.4803,1.1,4.40,39,"Central California"
ak,10599148,2,"Tuesday, November 13, 2012 02:18:13 UTC",64.9283,-151.1913,2.6,11.30,17,"Central Alaska"
ak,10599138,1,"Tuesday, November 13, 2012 02:12:43 UTC",57.6864,-142.8159,3.4,38.90,39,"Gulf of Alaska"
uu,60004687,2,"Tuesday, November 13, 2012 02:06:36 UTC",40.0182,-111.3210,1.6,1.90,16,"Utah"
ak,10599130,2,"Tuesday, November 13, 2012 02:05:02 UTC",63.2362,-150.4175,1.5,119.30, 9,"Central Alaska"
ak,10599119,1,"Tuesday, November 13, 2012 01:57:43 UTC",64.7266,-146.8280,1.2,13.30, 7,"Central Alaska"
ak,10599118,1,"Tuesday, November 13, 2012 01:57:00 UTC",56.8100,-142.4385,3.4,0.10,16,"Gulf of Alaska"
us,c000drkd,6,"Tuesday, November 13, 2012 01:56:45 UTC",-1.7773,-81.5940,5.0,34.80,258,"off the coast of Ecuador"
ak,10599116,1,"Tuesday, November 13, 2012 01:56:14 UTC",64.7028,-146.8988,1.4,7.30,12,"Central Alaska"
us,c000drkc,4,"Tuesday, November 13, 2012 01:52:20 UTC",19.2380,96.0819,4.8,18.20,23,"Myanmar"
ci,15244345,3,"Tuesday, November 13, 2012 01:44:58 UTC",33.9997,-116.9565,2.0,14.80,165,"Southern California"
ak,10599110,2,"Tuesday, November 13, 2012 01:44:32 UTC",64.9744,-151.4099,2.0,10.00, 9,"Central Alaska"
ci,15244353,3,"Tuesday, November 13, 2012 01:43:20 UTC",33.0238,-116.2165,1.1,5.00,38,"Southern California"
nc,71881370,2,"Tuesday, November 13, 2012 01:15:06 UTC",38.8388,-122.9375,1.2,5.40,39,"Northern California"
nc,71881365,2,"Tuesday, November 13, 2012 01:10:34 UTC",37.0662,-121.1068,1.0,0.00,11,"Central California"
ak,10599089,2,"Tuesday, November 13, 2012 01:02:08 UTC",60.0938,-145.5485,1.8,10.00,24,"Southern Alaska"
ak,10599084,2,"Tuesday, November 13, 2012 01:00:55 UTC",60.0755,-145.5247,2.0,10.00,27,"Southern Alaska"
nc,71881325,2,"Tuesday, November 13, 2012 00:51:38 UTC",37.6792,-119.4338,1.2,8.20, 9,"Central California"
ci,15244337,3,"Tuesday, November 13, 2012 00:46:06 UTC",34.2183,-117.5103,1.0,8.60,40,"Greater Los Angeles area, California"
ak,10599073,2,"Tuesday, November 13, 2012 00:43:37 UTC",60.0484,-145.5379,2.1,0.60,29,"Southern Alaska"
ci,15244329,2,"Tuesday, November 13, 2012 00:19:16 UTC",35.5107,-116.2462,2.9,0.00,31,"Southern California"
us,c000drje,7,"Tuesday, November 13, 2012 00:12:00 UTC",10.3624,-85.5481,4.2,39.60,42,"Costa Rica"
ak,10599056,2,"Tuesday, November 13, 2012 00:07:39 UTC",64.9847,-147.3721,1.2,1.00,11,"Central Alaska"
hv,60430321,1,"Monday, November 12, 2012 23:59:01 UTC",19.2113,-155.3498,1.8,14.00,17,"Island of Hawaii, Hawaii"
ak,10599039,2,"Monday, November 12, 2012 23:54:04 UTC",57.5692,-142.9026,3.9,12.00,78,"Gulf of Alaska"
ak,10599024,2,"Monday, November 12, 2012 23:38:15 UTC",57.6567,-142.8316,2.5,4.60,21,"Gulf of Alaska"
ak,10599021,1,"Monday, November 12, 2012 23:33:17 UTC",59.5992,-142.3568,2.0,8.20, 7,"Gulf of Alaska"
ak,10599015,2,"Monday, November 12, 2012 23:30:04 UTC",57.5493,-142.8132,2.9,11.90,24,"Gulf of Alaska"
ak,10599008,2,"Monday, November 12, 2012 23:25:53 UTC",63.5085,-151.0407,1.2,1.00, 9,"Central Alaska"
ak,10598997,2,"Monday, November 12, 2012 23:18:57 UTC",57.5203,-142.8435,3.5,12.20,51,"Gulf of Alaska"
nn,00393645,9,"Monday, November 12, 2012 23:18:47 UTC",37.6521,-116.1402,1.1,8.00,12,"Nevada"
us,c000drir,8,"Monday, November 12, 2012 23:18:42 UTC",42.5576,19.0212,4.6,14.00,71,"Montenegro"
us,c000dril,5,"Monday, November 12, 2012 23:02:24 UTC",-37.7612,77.9166,4.8,9.90,28,"Mid-Indian Ridge"
ak,10598988,1,"Monday, November 12, 2012 23:00:14 UTC",59.9497,-152.1670,1.1,67.00, 6,"Southern Alaska"
ak,10598978,1,"Monday, November 12, 2012 22:54:22 UTC",63.0038,-150.7186,1.7,86.50, 7,"Central Alaska"
ak,10598971,2,"Monday, November 12, 2012 22:53:39 UTC",57.5061,-142.8097,3.3,9.80,45,"Gulf of Alaska"
ak,10598970,1,"Monday, November 12, 2012 22:53:31 UTC",64.9521,-151.2630,1.7,8.60,10,"Central Alaska"
ak,10598828,1,"Monday, November 12, 2012 22:45:21 UTC",59.9951,-142.9124,1.5,63.50, 7,"Gulf of Alaska"
ak,10598825,2,"Monday, November 12, 2012 22:41:42 UTC",56.0412,-152.7121,3.3,0.00,19,"Kodiak Island region, Alaska"
ak,10598820,2,"Monday, November 12, 2012 22:34:50 UTC",57.5361,-142.8006,2.9,10.00,28,"Gulf of Alaska"
ak,10598812,2,"Monday, November 12, 2012 22:20:52 UTC",57.4965,-142.5810,4.3,20.00,32,"Gulf of Alaska"
ak,10598808,2,"Monday, November 12, 2012 22:18:46 UTC",57.5445,-142.8024,4.2,11.80,38,"Gulf of Alaska"
ci,15244305,3,"Monday, November 12, 2012 22:18:45 UTC",33.6857,-116.6855,1.0,18.90,62,"Southern California"
ak,10598802,1,"Monday, November 12, 2012 22:16:42 UTC",57.8604,-142.8138,3.4,56.70,32,"Gulf of Alaska"
uw,60473777,1,"Monday, November 12, 2012 22:12:48 UTC",49.3277,-120.4842,2.1,0.00, 8,"British Columbia, Canada"
ci,15244289,5,"Monday, November 12, 2012 22:10:01 UTC",33.9787,-117.0713,1.0,14.80,67,"Greater Los Angeles area, California"
ak,10598785,1,"Monday, November 12, 2012 21:51:57 UTC",56.7390,-143.2325,3.4,0.00,19,"Gulf of Alaska"
ak,10598780,1,"Monday, November 12, 2012 21:50:41 UTC",63.0749,-151.4552,2.0,0.10,20,"Central Alaska"
ak,10598771,1,"Monday, November 12, 2012 21:41:14 UTC",58.9969,-142.7702,2.5,39.60,22,"Gulf of Alaska"
nc,71881170,2,"Monday, November 12, 2012 21:39:11 UTC",37.3252,-122.1052,1.2,0.00,15,"San Francisco Bay area, California"
ak,10598762,2,"Monday, November 12, 2012 21:33:14 UTC",57.5580,-143.0600,2.5,52.00,10,"Gulf of Alaska"
ak,10598753,2,"Monday, November 12, 2012 21:29:59 UTC",57.5943,-142.7593,3.2,46.90,32,"Gulf of Alaska"
ak,10598749,2,"Monday, November 12, 2012 21:27:51 UTC",63.4971,-150.1178,1.8,140.10,21,"Central Alaska"
ci,15244281,3,"Monday, November 12, 2012 21:16:41 UTC",33.6385,-116.7158,1.1,14.70,66,"Southern California"
ak,10598740,2,"Monday, November 12, 2012 21:08:15 UTC",57.5403,-142.8041,3.6,11.90,40,"Gulf of Alaska"
ak,10598734,2,"Monday, November 12, 2012 20:57:58 UTC",57.7451,-142.9552,2.7,0.00,19,"Gulf of Alaska"
ak,10598710,3,"Monday, November 12, 2012 20:42:17 UTC",57.6049,-142.8986,6.4,12.00,43,"Gulf of Alaska"
ak,10598708,1,"Monday, November 12, 2012 20:38:41 UTC",60.8335,-152.0245,2.0,102.20, 7,"Southern Alaska"
nc,71881135,3,"Monday, November 12, 2012 20:29:46 UTC",36.8713,-121.3367,1.4,7.50,47,"Central California"
uu,60004662,2,"Monday, November 12, 2012 20:19:42 UTC",44.2557,-110.6597,1.2,9.00,13,"Yellowstone National Park, Wyoming"
ak,10598686,2,"Monday, November 12, 2012 20:07:29 UTC",59.8518,-153.2471,2.5,114.60,50,"Southern Alaska"
ak,10598685,2,"Monday, November 12, 2012 20:05:48 UTC",55.5075,-160.7968,2.3,87.20, 8,"Alaska Peninsula"
uw,60473732,2,"Monday, November 12, 2012 19:45:52 UTC",46.4055,-119.2588,1.5,0.00,22,"Washington"
nc,71881095,3,"Monday, November 12, 2012 19:37:39 UTC",38.8252,-122.7980,1.3,3.70,62,"Northern California"
nc,71881090,3,"Monday, November 12, 2012 19:36:47 UTC",38.8248,-122.7990,1.4,3.30,69,"Northern California"
ak,10598659,2,"Monday, November 12, 2012 19:30:17 UTC",62.0605,-152.4299,1.7,121.30,14,"Central Alaska"
uu,60004652,2,"Monday, November 12, 2012 19:28:00 UTC",40.5010,-110.6708,1.2,6.00,10,"Utah"
nc,71881085,2,"Monday, November 12, 2012 19:20:26 UTC",36.3162,-120.8942,1.1,5.10,15,"Central California"
nc,71881080,2,"Monday, November 12, 2012 19:17:53 UTC",36.6507,-121.2675,1.5,4.60,32,"Central California"
nc,71881075,2,"Monday, November 12, 2012 19:17:35 UTC",36.6502,-121.2675,1.1,4.80,18,"Central California"
ak,10597552,2,"Monday, November 12, 2012 18:44:07 UTC",59.9096,-140.1129,1.6,1.50,15,"Southeastern Alaska"
ci,15244249,3,"Monday, November 12, 2012 18:33:17 UTC",34.2220,-117.5165,1.6,8.30,102,"Greater Los Angeles area, California"
ak,10597545,2,"Monday, November 12, 2012 18:25:48 UTC",63.1748,-150.7845,1.5,129.70, 7,"Central Alaska"
ci,15244233,3,"Monday, November 12, 2012 18:03:35 UTC",36.0205,-117.7747,1.7,2.00,22,"Central California"
nn,00393606,9,"Monday, November 12, 2012 17:58:43 UTC",36.7254,-115.4793,1.5,0.00, 9,"Nevada"
ci,15244225,3,"Monday, November 12, 2012 17:51:18 UTC",35.5082,-116.2498,2.6,0.00,28,"Southern California"
uu,60004627,2,"Monday, November 12, 2012 17:34:36 UTC",44.6330,-110.3407,1.3,5.00,12,"Yellowstone National Park, Wyoming"
uw,60473707,1,"Monday, November 12, 2012 17:27:41 UTC",46.3922,-119.2578,1.0,1.60,12,"Washington"
ak,10597531,2,"Monday, November 12, 2012 17:23:56 UTC",61.4747,-150.8098,1.1,71.50, 6,"Southern Alaska"
ak,10597533,1,"Monday, November 12, 2012 17:23:44 UTC",63.5761,-147.1837,1.4,1.00, 4,"Central Alaska"
ci,15244217,2,"Monday, November 12, 2012 17:15:16 UTC",36.0770,-117.9835,1.3,9.80,14,"Central California"
ak,10597523,1,"Monday, November 12, 2012 17:11:45 UTC",63.8402,-148.3610,2.0,84.60,25,"Central Alaska"
uw,60473702,1,"Monday, November 12, 2012 17:10:10 UTC",46.3987,-119.2565,1.6,0.50,17,"Washington"
nc,71881020,0,"Monday, November 12, 2012 17:02:14 UTC",38.8180,-122.7785,1.2,0.80,16,"Northern California"
uw,60473697,1,"Monday, November 12, 2012 17:01:23 UTC",46.3987,-119.2598,1.0,0.50,11,"Washington"
ak,10597518,1,"Monday, November 12, 2012 16:56:26 UTC",62.0564,-150.7310,1.7,0.30,13,"Central Alaska"
nc,71881010,0,"Monday, November 12, 2012 16:50:27 UTC",38.7595,-122.7423,1.2,2.50,18,"Northern California"
nc,71880995,3,"Monday, November 12, 2012 16:38:41 UTC",36.6775,-121.3048,1.7,6.50,42,"Central California"
