Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10597029,2,"Sunday, November 11, 2012 03:14:58 UTC",61.0773,-145.7144,1.5,23.90,17,"Southern Alaska"
ak,10597026,2,"Sunday, November 11, 2012 03:10:59 UTC",61.5273,-146.3829,1.8,6.90,31,"Southern Alaska"
ak,10601035,2,"Sunday, November 11, 2012 03:06:41 UTC",51.5127,-177.9200,1.3,24.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dqsm,7,"Sunday, November 11, 2012 02:55:44 UTC",-11.6744,166.2183,4.8,91.50,95,"Santa Cruz Islands"
ak,10597024,2,"Sunday, November 11, 2012 02:52:17 UTC",61.0009,-151.0252,1.4,13.20,18,"Southern Alaska"
ak,10597022,2,"Sunday, November 11, 2012 02:50:12 UTC",51.5699,-178.1891,1.8,28.20,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10597018,2,"Sunday, November 11, 2012 02:38:44 UTC",64.4486,-152.7154,1.5,12.70,12,"Central Alaska"
ci,15243617,2,"Sunday, November 11, 2012 02:24:52 UTC",33.0142,-115.5350,1.8,7.90,34,"Southern California"
ci,15243609,2,"Sunday, November 11, 2012 02:20:09 UTC",33.7257,-116.8233,1.2,19.40,44,"Southern California"
nc,71880105,1,"Sunday, November 11, 2012 02:09:56 UTC",38.8358,-122.7963,1.8,2.50,32,"Northern California"
ak,10597009,2,"Sunday, November 11, 2012 02:02:27 UTC",61.6365,-152.6167,1.8,3.20,26,"Southern Alaska"
nc,71880080,3,"Sunday, November 11, 2012 01:52:49 UTC",38.8163,-122.8167,1.9,2.80,62,"Northern California"
us,c000dqrk,4,"Sunday, November 11, 2012 01:32:27 UTC",22.7079,95.8970,5.0,10.10,34,"Myanmar"
us,c000dqrp,4,"Sunday, November 11, 2012 01:29:59 UTC",22.8120,95.9419,5.0,10.10,35,"Myanmar"
us,c000dqs8,4,"Sunday, November 11, 2012 01:19:34 UTC",6.5515,-82.1715,4.6,19.60,58,"south of Panama"
us,c000dqqw,G,"Sunday, November 11, 2012 01:12:38 UTC",23.0091,95.8837,6.8,9.90,336,"Myanmar"
nc,71880070,1,"Sunday, November 11, 2012 01:12:28 UTC",38.8247,-122.8033,1.1,3.10,28,"Northern California"
nc,71880055,1,"Sunday, November 11, 2012 01:01:39 UTC",38.8268,-122.8533,1.2,2.70,28,"Northern California"
ak,10596983,2,"Sunday, November 11, 2012 00:59:10 UTC",62.1895,-148.2920,1.8,27.50,27,"Central Alaska"
us,c000dqql,5,"Sunday, November 11, 2012 00:59:00 UTC",29.3094,105.2624,4.9,9.60,63,"Sichuan-Chongqing border region, China"
ak,10601029,2,"Sunday, November 11, 2012 00:58:53 UTC",54.5974,-161.0461,1.8,25.60, 6,"Alaska Peninsula"
ak,10596974,3,"Sunday, November 11, 2012 00:23:46 UTC",56.3433,-156.5060,2.6,46.60,25,"Alaska Peninsula"
nc,71880035,2,"Sunday, November 11, 2012 00:18:27 UTC",37.6383,-118.8822,1.1,8.40,22,"Long Valley area, California"
nn,00393428,9,"Saturday, November 10, 2012 23:50:35 UTC",37.3325,-115.8549,1.3,0.00, 7,"Nevada"
us,c000dqpx,6,"Saturday, November 10, 2012 23:45:49 UTC",-18.6740,170.1788,4.7,166.00,32,"Vanuatu"
ak,10599943,2,"Saturday, November 10, 2012 23:35:18 UTC",67.5950,-156.9627,2.3,11.00,11,"northern Alaska"
ci,15243569,2,"Saturday, November 10, 2012 23:31:22 UTC",33.0618,-115.9072,2.6,7.90,82,"Southern California"
ak,10596966,2,"Saturday, November 10, 2012 23:26:27 UTC",61.8627,-150.4659,1.1,4.40, 8,"Southern Alaska"
ak,10596965,2,"Saturday, November 10, 2012 23:21:14 UTC",61.3361,-152.4629,1.5,3.80,20,"Southern Alaska"
pr,12315003,0,"Saturday, November 10, 2012 23:20:40 UTC",19.6581,-64.1679,3.3,47.00, 7,"Virgin Islands region"
ci,15243561,2,"Saturday, November 10, 2012 22:43:04 UTC",32.9068,-116.2268,1.3,4.80,21,"Southern California"
uw,60473232,2,"Saturday, November 10, 2012 22:31:23 UTC",44.2827,-122.6260,1.5,61.20,27,"Oregon"
ak,10596951,3,"Saturday, November 10, 2012 22:18:24 UTC",60.0659,-149.8661,1.5,21.90, 9,"Kenai Peninsula, Alaska"
nc,71879980,0,"Saturday, November 10, 2012 22:10:34 UTC",38.7878,-122.7257,1.2,2.00,19,"Northern California"
se,111012d,B,"Saturday, November 10, 2012 22:06:52 UTC",37.1543,-83.0525,2.3,14.40,19,"eastern Kentucky"
nc,71879975,1,"Saturday, November 10, 2012 22:01:53 UTC",37.7228,-121.6122,1.8,10.80,17,"Northern California"
us,c000dqnu,6,"Saturday, November 10, 2012 22:01:31 UTC",29.2977,105.3647,4.7,10.00,44,"Sichuan-Chongqing border region, China"
ak,10596936,3,"Saturday, November 10, 2012 21:47:57 UTC",52.9002,-167.4617,3.1,23.30,18,"Fox Islands, Aleutian Islands, Alaska"
nc,71879970,2,"Saturday, November 10, 2012 21:47:40 UTC",35.7865,-121.3992,1.4,5.60,16,"offshore Central California"
us,c000dqmx,E,"Saturday, November 10, 2012 21:30:00 UTC",37.9290,20.8508,4.3,10.00,53,"Ionian Sea"
nc,71879955,0,"Saturday, November 10, 2012 21:29:04 UTC",38.8182,-122.8158,1.0,2.60,21,"Northern California"
mb,12615122,2,"Saturday, November 10, 2012 21:28:20 UTC",45.1258,-111.7280,2.3,6.70,59,"western Montana"
